legal_name,company_number,country,regulator,jurisdiction,license_number,license_type,status,source_status,license_date,termination_date,approved_domains,source_url,first_seen,last_seen
Metropol (Cyprus) Ltd,188231 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,076/06,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,15/11/2006,01/06/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Mexem Ltd,ΗΕ351726 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,325/17,Cyprus Investment Firm,ACTIVE,Current investment firm,15/05/2017,,c2gateway.com; inter-il.com; mexem.com; trade.collective2.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
MiTrade EU Limited,HE 420923 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,438/23,Cyprus Investment Firm,ACTIVE,Current investment firm,09/10/2023,,mitrade.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Mount Nico Corp Ltd,307717 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,226/14,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,07/02/2014,,eu.excentral.com; excentral.com; mtnico.com; nicofx.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Myfxbook Ltd,332657 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,255/14,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,30/10/2014,30/10/2015,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
NBI Investments Ltd,289258 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,162/12,Cyprus Investment Firm,ACTIVE,Current investment firm,04/01/2012,,nbinvest.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
NFS Network Financial Services Ltd,350229 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,328/17,Cyprus Investment Firm,ACTIVE,Current investment firm,16/06/2017,,nfseurope.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
NKB Investments Limited,79891 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,067/06,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,19/06/2006,18/02/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
NTFX Capital Ltd,335293 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,280/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,29/07/2015,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Naga Markets Europe Ltd,251168 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,204/13,Cyprus Investment Firm,ACTIVE,Current investment firm,20/06/2013,,naga.com; nagamarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Naxex Invest Ltd,292004 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,161/11,Cyprus Investment Firm,ACTIVE,Current investment firm,27/12/2011,,naxexinvest.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Neo Premium Investments (NPI) Ltd,300828 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,189/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,22/01/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
New Vault Ltd,345616 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,304/16,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,30/06/2016,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Newcept Financial Markets (EU) Ltd,344935 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,313/16,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,20/09/2016,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Nisential Capital Ltd (ex Brickhill Capital (CY) Ltd),346940 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,442/24,Cyprus Investment Firm,ACTIVE,Current investment firm,22/01/2024,,nise.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Noemon Finance Ltd,ΗΕ 427234 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,449/24,Cyprus Investment Firm,ACTIVE,Current investment firm,02/12/2024,,noemon.finance,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Notely Trading Ltd,394425 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,383/20,Cyprus Investment Firm,ACTIVE,Current investment firm,03/02/2020,,errante.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Notesco Financial Services Ltd,260651 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,125/10,Cyprus Investment Firm,ACTIVE,Current investment firm,16/11/2010,,fxlift.eu; ironfx.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Nova Securities Ltd,ΗΕ415244 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,413/22,Cyprus Investment Firm,ACTIVE,Current investment firm,10/10/2022,,nova-securities.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Novia Global Europe Limited (Ex Shares Fintech Limited),424654 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,431/23,Cyprus Investment Firm,ACTIVE,Current investment firm,22/05/2023,,novia-global.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Numisma Capital Ltd,258965 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,122/10,Cyprus Investment Firm,ACTIVE,Current investment firm,07/09/2010,,elginamc.com; numismagroup.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
OBR Investments Ltd,303684 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,217/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,07/10/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
OCI Oasis Capital Investments (Cyprus) Ltd,417397 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,443/24,Cyprus Investment Firm,ACTIVE,Current investment firm,19/03/2024,,oasisinvestment.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
OEXN Limited,ΗΕ 412340 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,423/22,Cyprus Investment Firm,ACTIVE,Current investment firm,21/11/2022,,oexn.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
ORBEX Ltd,258884 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,124/10,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,21/10/2010,,orbex.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Oasis Wealth Ltd,ΗΕ 469350 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,457/25,Cyprus Investment Firm,ACTIVE,Current investment firm,23/06/2025,,oasiswealth.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Octa Markets Cyprus Ltd,359992 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,372/18,Cyprus Investment Firm,ACTIVE,Current investment firm,10/12/2018,,octa.broker; octa.market; octa.markets; octa.trade; octa.trading; octabroker.eu; octaeu.com; octaeu.net; octaeu.org; octaeurope.com; octamarket.eu; octamarkets.eu; octatrade.eu; octatrading.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Olive Tree Capital Markets Limited,112404 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,104/09,Cyprus Investment Firm,ACTIVE,Current investment firm,22/09/2009,,otcm.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Omega Funds Investment Ltd,230096 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,102/09,Cyprus Investment Firm,ACTIVE,Current investment firm,06/08/2009,,omegainvest.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
One Plus Capital Ltd,256347 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,111/10,Cyprus Investment Firm,ACTIVE,Current investment firm,26/01/2010,,onelifepartners.com; onepluscapital.net; openbrokerageaccount.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Optionrally Financial Services Ltd,301842 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,220/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,07/11/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Oqtima EU Ltd,HE 412301 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,406/21,Cyprus Investment Firm,ACTIVE,Current investment firm,02/11/2021,,oqtima.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Otkritie Broker Ltd,345433 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,294/16,Cyprus Investment Firm,ACTIVE,Current investment firm,28/01/2016,,open-broker.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Otkritie Capital Cyprus Ltd,165058 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,069/06,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,10/08/2006,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Ouroboros Derivatives Trading Ltd,302952 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,187/12,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,31/12/2012,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Oval Money (Europe) Ltd,114460 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,096/08,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,09/12/2008,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
P.C.M. Advisers Ltd,136888 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,062/06,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,13/01/2006,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
P.M. Investment Capital Limited,317840 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,243/14,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,21/07/2014,06/07/2015,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
PFX Financial Professionals Ltd,237840 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,193/13,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,04/04/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
PM MTF Ltd,ΗΕ 452207 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,458/25,Cyprus Investment Firm,ACTIVE,Current investment firm,,,eu.barriers.com; mtf.perpetuals.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
PMT Matrix Capital Ltd,309339 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,197/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,13/05/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Payward Europe Digital Solutions (CY) Limited (ex I.F. Greenfields Wealth Ltd),356603 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,342/17,Cyprus Investment Firm,ACTIVE,Current investment firm,13/11/2017,,eu.kraken.com; ninjatrader.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Peaksight Ltd,ΗΕ 433420 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,440/23,Cyprus Investment Firm,ACTIVE,Current investment firm,,,peaksightltd.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Pegase Capital Ltd,301033 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,225/14,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,05/02/2014,13/05/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Pelican Exchange Europe (CY) Ltd,426432 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,441/24,Cyprus Investment Firm,ACTIVE,Current investment firm,15/01/2024,,pelicaneu.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Pepperstone EU Limited,398429 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,388/20,Cyprus Investment Firm,ACTIVE,Current investment firm,03/08/2020,,pepperstone.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Performance Ronnaru Company Ltd,317107 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,253/14,Cyprus Investment Firm,ACTIVE,Current investment firm,30/10/2014,,prcbroker.com; prcmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Plasma Enterprises Ltd,71853 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,040/04,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,03/08/2004,22/02/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Plum Money CY Limited,HE 414587 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,407/21,Cyprus Investment Firm,ACTIVE,Current investment firm,02/11/2021,,withplum.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Plus500CY Ltd,333382 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,250/14,Cyprus Investment Firm,ACTIVE,Current investment firm,10/10/2014,,plus500.ae; plus500.at; plus500.be; plus500.bg; plus500.ch; plus500.co; plus500.com; plus500.com.cy; plus500.com.hr; plus500.com.mt; plus500.com.mx; plus500.com.my; plus500.com.uy; plus500.cz; plus500.de; plus500.dk; plus500.ee; plus500.es; plus500.eu; plus500.fi; plus500.fr; plus500.gr; plus500.hr; plus500.hu; plus500.ie; plus500.is; plus500.it; plus500.li; plus500.lt; plus500.lu; plus500.lv; plus500.nl; plus500.no; plus500.pl; plus500.pt; plus500.ro; plus500.rs; plus500.ru; plus500.se; plus500.si; plus500.sk,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Postscriptum Capital LTD,340122 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,284/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,23/11/2015,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Pricewaterhousecoopers Investment Services (Cyprus) Ltd,366856 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,351/17,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,11/12/2017,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Primus Global Ltd,337614 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,261/14,Cyprus Investment Firm,ACTIVE,Current investment firm,22/12/2014,,fxprimus.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Prior Capital Cy Ltd,321360 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,221/13,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,17/12/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Prochoice Chrimatistiriaki Ltd,228429 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,100/09,Cyprus Investment Firm,ACTIVE,Current investment firm,01/07/2009,,pro-choice.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Prodigit Investments Ltd,312776 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,200/13,Cyprus Investment Firm,ACTIVE,Current investment firm,12/06/2013,,prodigitinvest.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Prospergate Capital Ltd,369583 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,361/18,Cyprus Investment Firm,ACTIVE,Current investment firm,04/06/2018,,prospergate.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Pulp International Business Ltd,232026 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,095/08,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,06/11/2008,16/03/2015,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Qino Management & Advisory Ltd,281096 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,146/11,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,21/06/2011,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
R.I.A.L Raising Investment Advisory Limited,389494 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,416/22,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,05/09/2022,,rialcy.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
RMG Holding Ltd,71494 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,027/04,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,01/06/2004,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Red Mars Capital Ltd,399243 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,396/21,Cyprus Investment Firm,ACTIVE,Current investment firm,08/02/2021,,redmars.capital; redmars.trade,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Redfin Capital Ltd,381021 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,375/19,Cyprus Investment Firm,ACTIVE,Current investment firm,27/05/2019,,redfincapital.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Redpine Capital Limited,393695 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,391/20,Cyprus Investment Firm,ACTIVE,Current investment firm,09/11/2020,,xbmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Regency Asset Management (Cyprus) Ltd,142715 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,089/08,Cyprus Investment Firm,ACTIVE,Current investment firm,22/05/2008,,ramcyprus.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Reliantco Investments Ltd,270726 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,127/10,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,22/12/2010,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Renaissance Securities (Cyprus) Ltd,72487 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,053/04,Cyprus Investment Firm,ACTIVE,Current investment firm,22/12/2004,,rencap.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Reserve Invest (Cyprus) Ltd,94929 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,028/04,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,04/05/2004,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
River Prime Europe Ltd,ΗΕ 433395 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,451/24,Cyprus Investment Firm,ACTIVE,Current investment firm,23/12/2024,,riverprime.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Robomarkets Ltd,310464 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,191/13,Cyprus Investment Firm,ACTIVE,Current investment firm,30/01/2013,,robomarkets.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Rodeler Ltd,312820 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,207/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,11/07/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Roemer Capital (Europe) Limited,333287 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,305/16,Cyprus Investment Firm,ACTIVE,Current investment firm,05/08/2016,,roemercapital.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Ronin Europe Ltd,182457 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,081/07,Cyprus Investment Firm,ACTIVE,Current investment firm,31/10/2007,,ron.in,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Royal Financial Trading (Cy) Ltd,349061 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,312/16,Cyprus Investment Firm,ACTIVE,Current investment firm,10/08/2016,,oneroyal.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Royal Forex Ltd,336694 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,269/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,18/03/2015,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
